Round,Player ID,Player Name,Position,Team ID,Team Name,Short Name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,yellow_cards,red_cards,bonus,penalties_saved,penalties_missed,saves,value
45,7,Koscielny,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,50
46,7,Koscielny,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,50
47,7,Koscielny,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
4,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
7,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
8,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
9,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
10,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
11,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
12,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
13,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
14,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
15,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
16,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
17,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
18,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
19,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
20,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
21,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
22,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
23,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
24,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
25,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
26,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
27,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
29,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
39,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
39,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
40,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
41,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
42,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
43,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
44,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
45,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
46,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
47,8,Mavropanos,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
1,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
5,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
6,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
7,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
8,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
9,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
10,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
11,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
12,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
13,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
14,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
15,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
16,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
17,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
18,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
19,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
20,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
21,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
22,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
23,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
24,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
25,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
26,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
27,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
29,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
39,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
39,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
40,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
41,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
42,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
43,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
44,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
45,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
46,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
47,9,Jenkinson,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
5,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
6,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
7,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
8,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
9,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
10,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
11,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
12,10,Holding,2,1,Arsenal,ARS,1,76,0,0,0,2,0,0,0,0,0,0,0,45
13,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
14,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
15,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
16,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
17,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
18,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
19,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
20,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
21,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
22,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
23,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
24,10,Holding,2,1,Arsenal,ARS,1,9,0,0,0,1,0,0,0,0,0,0,0,45
25,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
26,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
27,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
29,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
39,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
39,10,Holding,2,1,Arsenal,ARS,1,90,0,0,0,2,0,0,0,0,0,0,0,44
40,10,Holding,2,1,Arsenal,ARS,8,90,0,0,1,0,0,0,0,2,0,0,0,44
41,10,Holding,2,1,Arsenal,ARS,1,45,0,0,0,0,0,0,0,0,0,0,0,44
42,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
43,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
44,10,Holding,2,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
45,10,Holding,2,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,0,44
46,10,Holding,2,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,0,44
47,10,Holding,2,1,Arsenal,ARS,0,90,0,0,0,2,0,1,0,0,0,0,0,44
1,11,Aubameyang,4,1,Arsenal,ARS,6,90,1,0,1,0,0,0,0,0,0,0,0,110
2,11,Aubameyang,4,1,Arsenal,ARS,6,90,1,0,0,1,0,1,0,1,0,0,0,110
3,11,Aubameyang,4,1,Arsenal,ARS,5,90,0,1,0,3,0,0,0,0,0,0,0,110
4,11,Aubameyang,4,1,Arsenal,ARS,9,90,1,0,0,2,0,0,0,3,0,0,0,110
5,11,Aubameyang,4,1,Arsenal,ARS,13,90,2,0,0,2,0,0,0,3,0,0,0,110
6,11,Aubameyang,4,1,Arsenal,ARS,5,90,1,0,0,2,0,1,0,0,0,0,0,110
7,11,Aubameyang,4,1,Arsenal,ARS,9,90,1,0,0,1,0,0,0,3,0,0,0,110
8,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,110
9,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,0,111
10,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,111
11,11,Aubameyang,4,1,Arsenal,ARS,8,90,1,0,0,1,0,0,0,2,0,0,0,111
12,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,110
13,11,Aubameyang,4,1,Arsenal,ARS,5,90,0,1,0,2,0,0,0,0,0,0,0,110
14,11,Aubameyang,4,1,Arsenal,ARS,13,90,2,0,0,2,0,0,0,3,0,0,0,109
15,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,109
16,11,Aubameyang,4,1,Arsenal,ARS,12,90,1,1,0,1,0,0,0,3,0,0,0,109
17,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,3,0,0,0,0,0,0,0,108
18,11,Aubameyang,4,1,Arsenal,ARS,2,77,0,0,1,0,0,0,0,0,0,0,0,108
19,11,Aubameyang,4,1,Arsenal,ARS,7,90,1,0,0,1,0,1,0,2,0,0,0,108
20,11,Aubameyang,4,1,Arsenal,ARS,9,90,1,0,0,2,0,0,0,3,0,0,0,108
21,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,108
22,11,Aubameyang,4,1,Arsenal,ARS,4,66,1,0,0,1,0,0,1,1,0,0,0,108
23,11,Aubameyang,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,107
24,11,Aubameyang,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,107
25,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,107
26,11,Aubameyang,4,1,Arsenal,ARS,8,90,1,0,1,0,0,0,0,2,0,0,0,108
27,11,Aubameyang,4,1,Arsenal,ARS,13,90,2,0,0,2,0,0,0,3,0,0,0,109
29,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,111
39,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,3,0,0,0,0,0,0,0,111
39,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,111
40,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,110
41,11,Aubameyang,4,1,Arsenal,ARS,16,81,2,1,1,0,0,0,0,3,0,0,0,110
42,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,1,0,0,0,0,0,0,0,0,110
43,11,Aubameyang,4,1,Arsenal,ARS,8,90,1,0,0,1,0,0,0,2,0,0,0,109
44,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,109
45,11,Aubameyang,4,1,Arsenal,ARS,1,32,0,0,0,0,0,0,0,0,0,0,0,109
46,11,Aubameyang,4,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,0,109
47,11,Aubameyang,4,1,Arsenal,ARS,16,90,2,1,0,2,0,0,0,3,0,0,0,109
1,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2,12,Lacazette,4,1,Arsenal,ARS,8,70,1,0,0,1,0,0,0,2,0,0,0,95
3,12,Lacazette,4,1,Arsenal,ARS,1,9,0,0,0,0,0,0,0,0,0,0,0,95
4,12,Lacazette,4,1,Arsenal,ARS,5,66,1,0,0,2,0,1,0,0,0,0,0,95
5,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,94
6,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,94
7,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,93
8,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,93
9,12,Lacazette,4,1,Arsenal,ARS,1,21,0,0,0,0,0,0,0,0,0,0,0,93
10,12,Lacazette,4,1,Arsenal,ARS,5,90,0,1,0,2,0,0,0,0,0,0,0,93
11,12,Lacazette,4,1,Arsenal,ARS,4,59,0,1,0,0,0,0,0,0,0,0,0,93
12,12,Lacazette,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,93
13,12,Lacazette,4,1,Arsenal,ARS,12,90,2,0,0,2,0,1,0,3,0,0,0,93
14,12,Lacazette,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,93
15,12,Lacazette,4,1,Arsenal,ARS,7,76,1,0,0,1,0,0,0,1,0,0,0,93
16,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,93
17,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,93
18,12,Lacazette,4,1,Arsenal,ARS,1,12,0,0,0,0,0,0,0,0,0,0,0,93
19,12,Lacazette,4,1,Arsenal,ARS,1,90,0,0,0,1,0,1,0,0,0,0,0,93
20,12,Lacazette,4,1,Arsenal,ARS,1,90,0,0,0,2,0,1,0,0,0,0,0,93
21,12,Lacazette,4,1,Arsenal,ARS,2,81,0,0,1,0,0,0,0,0,0,0,0,93
22,12,Lacazette,4,1,Arsenal,ARS,4,90,0,1,0,1,0,1,0,0,0,0,0,93
23,12,Lacazette,4,1,Arsenal,ARS,2,73,0,0,1,0,0,0,0,0,0,0,0,93
24,12,Lacazette,4,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,0,93
25,12,Lacazette,4,1,Arsenal,ARS,2,88,0,0,1,0,0,0,0,0,0,0,0,93
26,12,Lacazette,4,1,Arsenal,ARS,9,5,1,1,0,0,0,0,0,1,0,0,0,93
27,12,Lacazette,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,93
29,12,Lacazette,4,1,Arsenal,ARS,7,31,1,0,0,0,0,0,0,2,0,0,0,93
39,12,Lacazette,4,1,Arsenal,ARS,1,23,0,0,0,1,0,0,0,0,0,0,0,94
39,12,Lacazette,4,1,Arsenal,ARS,1,77,0,0,0,1,0,1,0,0,0,0,0,94
40,12,Lacazette,4,1,Arsenal,ARS,4,11,0,1,0,0,0,0,0,0,0,0,0,93
41,12,Lacazette,4,1,Arsenal,ARS,2,75,0,0,1,0,0,0,0,0,0,0,0,93
42,12,Lacazette,4,1,Arsenal,ARS,8,7,1,0,0,0,0,0,0,3,0,0,0,92
43,12,Lacazette,4,1,Arsenal,ARS,2,70,0,0,1,0,0,0,0,0,0,0,0,92
44,12,Lacazette,4,1,Arsenal,ARS,6,90,1,0,0,2,0,1,0,1,0,0,0,92
45,12,Lacazette,4,1,Arsenal,ARS,11,57,1,1,0,1,0,0,0,3,0,0,0,92
46,12,Lacazette,4,1,Arsenal,ARS,1,90,0,0,0,1,0,1,0,0,0,0,0,92
47,12,Lacazette,4,1,Arsenal,ARS,4,56,0,1,0,1,0,0,0,0,0,0,0,92
1,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,45
4,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
5,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
7,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
8,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
9,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
10,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
11,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
12,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
13,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
14,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
15,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
16,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
17,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
18,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
19,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
20,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
21,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
22,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
23,13,Nketiah,4,1,Arsenal,ARS,1,16,0,0,0,1,0,0,0,0,0,0,0,43
24,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
25,13,Nketiah,4,1,Arsenal,ARS,1,1,0,0,0,0,0,0,0,0,0,0,0,43
26,13,Nketiah,4,1,Arsenal,ARS,2,84,0,0,1,0,0,0,0,0,0,0,0,43
27,13,Nketiah,4,1,Arsenal,ARS,7,90,1,0,0,2,0,0,0,1,0,0,0,43
29,13,Nketiah,4,1,Arsenal,ARS,1,58,0,0,0,0,0,0,0,0,0,0,0,43
39,13,Nketiah,4,1,Arsenal,ARS,2,66,0,0,0,2,0,0,0,0,0,0,0,44
39,13,Nketiah,4,1,Arsenal,ARS,1,12,0,0,0,1,0,0,0,0,0,0,0,44
40,13,Nketiah,4,1,Arsenal,ARS,6,78,1,0,1,0,0,0,0,0,0,0,0,44
41,13,Nketiah,4,1,Arsenal,ARS,1,14,0,0,0,0,0,0,0,0,0,0,0,44
42,13,Nketiah,4,1,Arsenal,ARS,2,82,0,0,1,0,0,0,0,0,0,0,0,44
43,13,Nketiah,4,1,Arsenal,ARS,-2,4,0,0,0,1,0,0,1,0,0,0,0,44
44,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,44
45,13,Nketiah,4,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,43
46,13,Nketiah,4,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,0,43
47,13,Nketiah,4,1,Arsenal,ARS,1,33,0,0,0,1,0,0,0,0,0,0,0,43
1,14,Leno,1,1,Arsenal,ARS,7,90,0,0,1,0,0,0,0,1,0,0,2,50
2,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,1,0,0,0,0,0,0,3,50
3,14,Leno,1,1,Arsenal,ARS,1,90,0,0,0,3,0,0,0,0,0,0,2,50
4,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,2,0,0,0,0,0,0,7,50
5,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,2,0,1,0,0,0,0,8,50
6,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,2,0,1,0,0,0,0,7,50
7,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,1,0,0,0,0,0,0,3,50
8,14,Leno,1,1,Arsenal,ARS,6,90,0,0,1,0,0,0,0,0,0,0,2,50
9,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,1,50
10,14,Leno,1,1,Arsenal,ARS,1,90,0,0,0,2,0,0,0,0,0,0,2,50
11,14,Leno,1,1,Arsenal,ARS,4,90,0,0,0,1,0,0,0,0,0,0,7,50
12,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,5,50
13,14,Leno,1,1,Arsenal,ARS,9,90,0,0,0,2,0,0,0,2,1,0,4,50
14,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,2,0,0,0,0,0,0,6,50
15,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,2,0,0,0,0,0,0,7,50
16,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,1,0,0,0,0,0,0,3,50
17,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,3,0,0,0,0,0,0,4,50
18,14,Leno,1,1,Arsenal,ARS,6,90,0,0,1,0,0,0,0,0,0,0,0,50
19,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,1,0,0,0,0,0,0,3,50
20,14,Leno,1,1,Arsenal,ARS,1,90,0,0,0,2,0,0,0,0,0,0,2,50
21,14,Leno,1,1,Arsenal,ARS,9,90,0,0,1,0,0,0,0,2,0,0,4,50
22,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,1,50
23,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,1,0,0,0,0,0,0,2,50
24,14,Leno,1,1,Arsenal,ARS,3,90,0,0,0,2,0,0,0,0,0,0,6,50
25,14,Leno,1,1,Arsenal,ARS,7,90,0,0,1,0,0,0,0,1,0,0,2,50
26,14,Leno,1,1,Arsenal,ARS,6,90,0,0,1,0,0,0,0,0,0,0,2,50
27,14,Leno,1,1,Arsenal,ARS,2,90,0,0,0,2,0,0,0,0,0,0,3,50
29,14,Leno,1,1,Arsenal,ARS,11,90,0,0,1,0,0,0,0,3,0,0,6,50
39,14,Leno,1,1,Arsenal,ARS,5,90,0,0,0,3,0,0,0,1,0,0,9,50
39,14,Leno,1,1,Arsenal,ARS,1,39,0,0,0,0,0,0,0,0,0,0,0,50
40,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,49
41,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,49
42,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,48
43,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,48
44,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,48
45,14,Leno,1,1,Arsenal,ARS,0,0,0,0,0,0,0,0,0,0,0,0,0,48
